Return ID ,Merchant ,
12109835716,teethlovers,POZ1
00340434797070100210,teethlovers,POZ1
00340434797070098951,teethlovers,POZ1
00340434797070098630,teethlovers,POZ1
00340434514078241031,teethlovers,POZ1
00340434514078060359,teethlovers,POZ1
00340434797070096940,teethlovers,POZ1
UF861511795DE,vetevo GmbH,POZ1
UF861511818DE,vetevo GmbH,POZ1
00340434668102011388,vetevo GmbH,POZ1
00340433885224803313,Blue Farm,POZ2
00340433885224670809,Blue Farm,POZ2
00340433885223795770,Blue Farm,POZ2
00340433885223749995,Blue Farm,POZ2
00340433885222756345,Blue Farm,POZ2
00340433885222344221,Blue Farm,POZ2
00340434519206469288,Edubini,POZ2
00340434519206291094,Edubini,POZ2
12122465267,Edubini,POZ2
12122455005,Edubini,POZ2
12123016984,Edubini,POZ2
12123020208,Edubini,POZ2
00340434888640018155,Edubini,POZ2
00340434888640016434,Edubini,POZ2
12123019193,Edubini,POZ2
00340434519206466010,Edubini,POZ2
12122461028,Edubini,POZ2
00340434888640002451,Edubini,POZ2
00340434888640000099,Edubini,POZ2
00340434519206428766,Edubini,POZ2
00340434888640007487,Edubini,POZ2
00340433883036595907,Ipanema Beauty,POZ2
00340433883036556168,Ipanema Beauty,POZ2
00340433883036698455,Ipanema Beauty,POZ2
00340433883036720828,Ipanema Beauty,POZ2
00340433883036605859,Ipanema Beauty,POZ2
00340433883036372782,Ipanema Beauty,POZ2
00340433883036636839,Ipanema Beauty,POZ2
00340433883036389254,Ipanema Beauty,POZ2
00340433883036484843,Ipanema Beauty,POZ2
00340433883036715381,Ipanema Beauty,POZ2
6215295541224,Ipanema Beauty,POZ2
00340433883036517459,Ipanema Beauty,POZ2
00340433883036351695,Ipanema Beauty,POZ2
00340433883036387588,Ipanema Beauty,POZ2
00340433883036508686,Ipanema Beauty,POZ2
00340434519206524536,Jacks Beauty Line,POZ2
00340434519206516944,Jacks Beauty Line,POZ2
00340434789711790492,Jacks Beauty Line,POZ2
00340434789711759932,Jacks Beauty Line,POZ2
00340434789711751868,Jacks Beauty Line,POZ2
00340434519206471014,Jacks Beauty Line,POZ2
00340434789711767692,Jacks Beauty Line,POZ2
00340434519206502268,Jacks Beauty Line,POZ2
00340434789711767661,Jacks Beauty Line,POZ2
00340434789711758157,Jacks Beauty Line,POZ2
00340434789711752988,Jacks Beauty Line,POZ2
00340434789711728600,Jacks Beauty Line,POZ2
00340434789711754739,Jacks Beauty Line,POZ2
00340434519206454697,Jacks Beauty Line,POZ2
00340434789711766343,Jacks Beauty Line,POZ2
00340434519984552899,Kess Berlin,POZ2
00340434519983743847,Kess Berlin,POZ2
00340434885910457898,Moya Europe,POZ2
00340433885221908653,Moya Europe,POZ2
00340434776019383389,My Rapunzel,POZ2
00340434776019378231,My Rapunzel,POZ2
00340434776019378576,My Rapunzel,POZ2
00340434776019379320,My Rapunzel,POZ2
00340434776019380371,My Rapunzel,POZ2
00340434776019377920,My Rapunzel,POZ2
00340434776019375759,My Rapunzel,POZ2
00340434776019369062,My Rapunzel,POZ2
00340434776019370433,My Rapunzel,POZ2
00340434776019367860,My Rapunzel,POZ2
00340434776019369994,My Rapunzel,POZ2
00340434776019366245,My Rapunzel,POZ2
00340434713743654217,Rosental Organics,POZ2
1047980500182970180109,Rosental Organics,POZ2
00340434513965469688,Rosental Organics,POZ2
00340434513965406232,Rosental Organics,POZ2
00340434513965475108,Rosental Organics,POZ2
12122465750,Rosental Organics,POZ2
00340434513965400254,Rosental Organics,POZ2
00340434513965347429,Rosental Organics,POZ2
00340434713743655894,Rosental Organics,POZ2
00340434713743656785,Rosental Organics,POZ2
00340434513965480317,Rosental Organics,POZ2
00340434713743659571,Rosental Organics,POZ2
00340434713743649664,Rosental Organics,POZ2
00340434513965409660,Rosental Organics,POZ2
1047980500201890195427,Rosental Organics,POZ2
12122463731,SAMPHIRE NEURO,POZ2
12120119392,SAMPHIRE NEURO,POZ2
12121985118,SAMPHIRE NEURO,POZ2
12120108619,SAMPHIRE NEURO,POZ2
12120105893,SAMPHIRE NEURO,POZ2
00340434885910134430,SAMPHIRE NEURO,POZ2
12120117716,SAMPHIRE NEURO,POZ2
12120103919,SAMPHIRE NEURO,POZ2
00340435073422407275,SHEKO,POZ2
CA728305633DE,SHEKO,POZ2
00340435073422387966,SHEKO,POZ2
00340435073422351004,SHEKO,POZ2
00340435073422356283,SHEKO,POZ2
00340435073422270411,SHEKO,POZ2
00340435073422259065,SHEKO,POZ2
CA728257751DE,SHEKO,POZ2
00340435073422296442,SHEKO,POZ2
CA728284139DE,SHEKO,POZ2
00340435073422298996,SHEKO,POZ2
CA728286948DE,SHEKO,POZ2
00340435073422289765,SHEKO,POZ2
00340435073422105416,SHEKO,POZ2
00340435073422255005,SHEKO,POZ2
00340435069258188297,Salted GmbH,POZ2
00340435069258188396,Salted GmbH,POZ2
00340435069258172678,Salted GmbH,POZ2
6215295548585,Salted GmbH,POZ2
12123017775,Salted GmbH,POZ2
00340435069258187528,Salted GmbH,POZ2
00340434885910279087,Salted GmbH,POZ2
00340434885910631205,Salted GmbH,POZ2
00340435069258184695,Salted GmbH,POZ2
00340434885910498648,Salted GmbH,POZ2
00340434885910410268,Salted GmbH,POZ2
00340435069258183919,Salted GmbH,POZ2
00340434885910334700,Salted GmbH,POZ2
00340434885910694477,Salted GmbH,POZ2
6215295543001,Salted GmbH,POZ2
LF632455747DE,Sophie Rosenburg,POZ2
00340434532055272458,Sophie Rosenburg,POZ2
00340434532055267195,Sophie Rosenburg,POZ2
00340434532055272359,Sophie Rosenburg,POZ2
00340434532055267140,Sophie Rosenburg,POZ2
00340434532055273141,Sophie Rosenburg,POZ2
00340434532055270218,Sophie Rosenburg,POZ2
00340434532055265573,Sophie Rosenburg,POZ2
00340434532055260738,Sophie Rosenburg,POZ2
00340434532055268048,Sophie Rosenburg,POZ2
00340434532055266990,Sophie Rosenburg,POZ2
00340434532055272175,Sophie Rosenburg,POZ2
00340434532055271826,Sophie Rosenburg,POZ2
00340434532055266976,Sophie Rosenburg,POZ2
00340434532055259381,Sophie Rosenburg,POZ2
12122465624,Spillfabrikken,POZ2
12122458829,Spillfabrikken,POZ2
12121990374,Spillfabrikken,POZ2
12121990427,Spillfabrikken,POZ2
12120116918,Spillfabrikken,POZ2
12120116924,Spillfabrikken,POZ2
12120109932,Spillfabrikken,POZ2
00340435088076516907,Tandm,POZ2
00340435088076516075,Tandm,POZ2
00340434658805113472,Tandm,POZ2
00340435088076513050,Tandm,POZ2
12121981274,Vertellis,POZ2
00340434885910254602,Vertellis,POZ2
00340434885910727502,Victorioso Nutrition GmbH,POZ2
00340434885910729568,Victorioso Nutrition GmbH,POZ2
00340434885910726116,Victorioso Nutrition GmbH,POZ2
00340434885910734609,Victorioso Nutrition GmbH,POZ2
00340434885910726062,Victorioso Nutrition GmbH,POZ2
00340434885910749696,Victorioso Nutrition GmbH,POZ2
00340433885224233561,Wondersmile GmbH,POZ2
00340433885223976933,Wondersmile GmbH,POZ2
00340433885224031990,Wondersmile GmbH,POZ2
00340433885224091505,Wondersmile GmbH,POZ2
00340433885224010209,Wondersmile GmbH,POZ2
00340433885223917523,Wondersmile GmbH,POZ2
00340433885222378264,Wondersmile GmbH,POZ2
00340433885222375195,Wondersmile GmbH,POZ2
00340433885222549190,Wondersmile GmbH,POZ2
00340433885222821456,Wondersmile GmbH,POZ2
00340433885222215224,Wondersmile GmbH,POZ2
00340433885222288563,Wondersmile GmbH,POZ2
00340433885222017118,Wondersmile GmbH,POZ2
00340433885221786657,Wondersmile GmbH,POZ2
00340433885222284589,Wondersmile GmbH,POZ2
LF632436116DE,WorkDeco AB,POZ2
00340435060913170787,halm-club,POZ2
00340435060913175911,halm-club,POZ2
00340435060913173276,halm-club,POZ2
00340435060913159201,halm-club,POZ2
00340435060913185705,halm-club,POZ2
00340435060913189932,halm-club,POZ2
00340435060913141909,halm-club,POZ2
00340435060913169279,halm-club,POZ2
00340435060913130996,halm-club,POZ2
00340435060913114583,halm-club,POZ2
00340435060913131764,halm-club,POZ2
12121476424,litelok,POZ2
12122457261,litelok,POZ2
12122463096,litelok,POZ2
12122462366,litelok,POZ2
12122463088,litelok,POZ2
12122455899,litelok,POZ2
12121988782,litelok,POZ2
12122455014,litelok,POZ2
12122453745,litelok,POZ2
12122460599,litelok,POZ2
12122459815,litelok,POZ2
12122452477,litelok,POZ2
12121989915,litelok,POZ2
12122457116,litelok,POZ2
12121989593,litelok,POZ2
00340434519942512064,mybacs,POZ2
00340434519942518196,mybacs,POZ2
00340434519942536817,mybacs,POZ2
00340433888371715751,mybacs,POZ2
00340433888371580328,mybacs,POZ2
00340434519942515201,mybacs,POZ2
00340434519942516864,mybacs,POZ2
00340434519942481841,mybacs,POZ2
00340433888371698054,mybacs,POZ2
00340434519942463786,mybacs,POZ2
00340434519942547103,mybacs,POZ2
00340434519942478599,mybacs,POZ2
00340434519942514884,mybacs,POZ2
00340433888371714785,mybacs,POZ2
00340434519942533878,mybacs,POZ2
00340434885910419346,teethlovers,POZ2
00340434797070141725,teethlovers,POZ2
00340434885910341401,teethlovers,POZ2
00340434885910315136,teethlovers,POZ2
00340434885910321632,teethlovers,POZ2
00340434797070145105,teethlovers,POZ2
00340434885910255340,teethlovers,POZ2
00340434797070139593,teethlovers,POZ2
00340434885910103429,teethlovers,POZ2
00340434797070137513,teethlovers,POZ2
00340434797070131658,teethlovers,POZ2
00340434797070134154,teethlovers,POZ2
00340434797070131665,teethlovers,POZ2
00340434797070134789,teethlovers,POZ2
00340434797070131696,teethlovers,POZ2
